NCM;Categoria;Descricao;InicioVigencia;FimVigencia;UTrib;DescricaoUTrib;Observacao
90183929;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90183929 - OUTS.SONDAS,CATETERES E CÂNULAS;01/01/2016;;UN;UNIDADE;
90183930;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90183930 - LANCETAS P/VACINAÇÃO E CAUTÉRIOS;01/01/2016;;UN;UNIDADE;
90183991;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90183991 - ARTIGO P/FISTOLA ARTERIOV.CONT.AGULHA,BASE,ETC;01/01/2016;;UN;UNIDADE;
90183999;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90183999 - OUTS. SERINGA, AGULHAS, CATET. CAN. INST. SEMELH.;01/01/2016;;UN;UNIDADE;
90184100;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184100 - APAR.DENT.D/BROCAR C/OUTS EQUIP.DENTÁRIOS;01/01/2016;;UN;UNIDADE;Revertido pela NT 2016.001 v1.30
90184911;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184911 - BROCAS CARBONETO TUNGSTÊNIO P/DENTISTA;01/01/2016;;UN;UNIDADE;
90184912;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184912 - BROCAS P/ODONTOLOGIA, DE AÇO-VANÁDIO;01/01/2016;;UN;UNIDADE;
90184919;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184919 - QUALQUER OUTRA BROCA PARA DENTISTA;01/01/2016;;UN;UNIDADE;
90184920;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184920 - LIMAS P/ODONTOLOGIA;01/01/2016;;UN;UNIDADE;
90184940;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184940 - INSTR.P/ODONT.P/PROJ.CINÉTICA D/PARTÍCULAS;01/01/2016;;UN;UNIDADE;
90184991;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184991 - AP.P/DESEN./CONSTR.PEÇA CERÂM.DENT.COMPUT.;01/01/2016;;UN;UNIDADE;
90184999;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90184999 - OUTS.INSTRUMENTOS E APARS.P/ODONTOLOGIA;01/01/2016;;UN;UNIDADE;
90185010;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90185010 - MICROSCÓPIOS BINOCS.UTILS.EM CIRURG.OFTALM.;01/01/2016;;UN;UNIDADE;Revertido pela NT 2016.001 v1.30
90185090;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90185090 - OUTS.INSTRUMENTOS E APARS.P/OFTALMOLOGIA;01/01/2016;;UN;UNIDADE;Revertido pela NT 2016.001 v1.30
90189010;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189010 - INSTR.AP.P/TRANSF.SANGUE/INFUSÃO INTRAVEN.;01/01/2016;;UN;UNIDADE;
90189021;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189021 - BISTURIS ELÉTRICOS;01/01/2016;;UN;UNIDADE;
90189029;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189029 - OUTROS BISTURIS;01/01/2016;;UN;UNIDADE;
90189031;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189031 - LITOTRITORES POR ONDA DE CHOQUE;01/01/2016;;UN;UNIDADE;
90189039;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189039 - LITÓTOMOS E OUTROS LITOTRITORES;01/01/2016;;UN;UNIDADE;
90189040;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189040 - RINS ARTIFICIAIS;01/01/2016;;UN;UNIDADE;
90189050;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189050 - APARELHOS DE DIATERMIA;01/01/2016;;UN;UNIDADE;
90189091;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189091 - INCUBADORAS PARA BEBÊS;01/01/2016;;UN;UNIDADE;
90189092;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189092 - AP.P/MEDIDA DA PRESSÃO ARTERIAL;01/01/2016;;UN;UNIDADE;
90189093;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189093 - AP.P/TERAPIA INTRA-URETAL POR MICROONDAS;01/01/2016;;UN;UNIDADE;
90189094;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189094 - ENDOSCÓPIOS;01/01/2016;;UN;UNIDADE;
90189095;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189095 - GRAMPOS,CLIPES,SEUS APLICAD.E EXTRATORES;01/01/2016;;UN;UNIDADE;
90189096;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189096 - DESFIBRILADORES EXTS.QUE OPER. UNIC. MODO AUTOM.;01/01/2016;;UN;UNIDADE;
90189099;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90189099 - OUTRS.INSTRS./APARS.P/MEDICINA,CIRURGIA,ETC.;01/01/2016;;UN;UNIDADE;
90191000;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90191000 - APARS.MECANOTER./.MASSAGEM,/.PSICOTÉCNICA;01/01/2016;;KG;QUILOGRAMA;
90192010;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90192010 - APARELHOS DE OXIGENOTERAPIA;01/01/2016;;KG;QUILOGRAMA;
90192020;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90192020 - APARELHOS DE AEROSSOLTERAPIA;01/01/2016;;KG;QUILOGRAMA;
90192030;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90192030 - APARELHOS RESPIRATÓRIOS DE REANIMAÇÃO;01/01/2016;;KG;QUILOGRAMA;
90192040;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90192040 - RESPIRADORES AUTOMÁTICOS (PULMÕES DE AÇO);01/01/2016;;KG;QUILOGRAMA;
90192090;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90192090 - OUTROS APARELHOS TERAPIA RESPIRATÓRIA;01/01/2016;;KG;QUILOGRAMA;
90200010;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90200010 - MÁSCARAS CONTRA GASES;01/01/2016;;KG;QUILOGRAMA;
90200090;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90200090 - OUTS.APAR.RESP.EXC MÁSC.PROT.S/MEC.EL.FILTR.;01/01/2016;;KG;QUILOGRAMA;
90211010;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90211010 - ARTIGOS E APARELHOS ORTOPÉDICOS;01/01/2016;;KG;QUILOGRAMA;
90211020;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90211020 - ARTIGOS E APARELHOS PARA FRATURAS;01/01/2016;;KG;QUILOGRAMA;
90211091;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90211091 - PART.E ACES.D/ARTIG.P/APAR.D/ORTOPÉD.ARTICUL.;01/01/2016;;KG;QUILOGRAMA;
90211099;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90211099 - OUTS.PART.E ACES.P/APAR.ORTOP.OU P/FRATURA;01/01/2016;;KG;QUILOGRAMA;
90212110;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90212110 - DENTES ARTIFICIAIS DE ACRÍLICO;01/01/2016;;KG;QUILOGRAMA;
90212190;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90212190 - DENTES ARTIFICIAIS DE OUTRAS MATÉRIAS;01/01/2016;;KG;QUILOGRAMA;
90212900;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90212900 - OUTS.ARTIG.E APARELHOS D/PRÓTESE DENTÁRIA;01/01/2016;;KG;QUILOGRAMA;
90213110;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213110 - PRÓTESES ARTICULARES FEMURAIS;01/01/2016;;KG;QUILOGRAMA;
90213120;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213120 - PRÓTESES ARTICULARES MIOELÉTRICAS;01/01/2016;;KG;QUILOGRAMA;
90213190;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213190 - OUTRAS PRÓTESES ARTICULARES;01/01/2016;;KG;QUILOGRAMA;
90213911;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213911 - VÁLVULAS CARDÍACAS MECÂNICAS;01/01/2016;;KG;QUILOGRAMA;
90213919;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213919 - OUTRAS VÁLVULAS CARDÍACAS;01/01/2016;;KG;QUILOGRAMA;
90213920;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213920 - LENTES INTRAOCULARES;01/01/2016;;KG;QUILOGRAMA;
90213930;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213930 - PRÓTESES D/ARTÉRIAS VASCULARES REVESTIDAS;01/01/2016;;KG;QUILOGRAMA;
90213940;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213940 - PRÓTESES MAMÁRIAS NÃO IMPLANTÁVEIS;01/01/2016;;KG;QUILOGRAMA;
90213980;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213980 - OUTROS ARTIGOS E APARELHOS DE PRÓTESE;01/01/2016;;KG;QUILOGRAMA;
90213991;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213991 - PART.D/PRÓTESES MODULARES SUBSTIT.MEMBROS;01/01/2016;;KG;QUILOGRAMA;
90213999;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90213999 - OUTS.PARTES,ACESS.DE APARELHOS D/PRÓTESES;01/01/2016;;KG;QUILOGRAMA;
90214000;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90214000 - APAR.P/ FACILITAR AUDIÇÃO SURDOS EXC.PARTES;01/01/2016;;UN;UNIDADE;
90215000;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90215000 - MARCA-PASSOS CARDÍAC,EXCETO PARTES ACESS.;01/01/2016;;UN;UNIDADE;
90219011;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219011 - CARDIODESFIBRILADORES AUTOMÁTICOS;01/01/2016;;KG;QUILOGRAMA;
90219019;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219019 - OUTS.APAR.IMPLANT.P/COMP.DEFICÊNCIA/INCAPAC.;01/01/2016;;KG;QUILOGRAMA;
90219081;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219081 - IMPLANTES EXPS.(#STENTS#),MONTS.S/CATETER BALÃO;01/01/2016;;KG;QUILOGRAMA;
90219082;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219082 - OCLUSORES INTERAURICULARES;01/01/2016;;KG;QUILOGRAMA;
90219089;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219089 - OUTS.APRS.P/COMP.DEFICIÊNCIAS/ENFERMIDADES;01/01/2016;;KG;QUILOGRAMA;
90219091;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219091 - PARTES E ACESS.D/MARCA-PASSOS CARDÍACOS;01/01/2016;;KG;QUILOGRAMA;
90219092;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219092 - PARTES E ACESS.D/APAR.P/FACILITAR AUDIÇÃO;01/01/2016;;KG;QUILOGRAMA;
90219099;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90219099 - PARTES/ACESS.D/ART./APARS.P/COMP.DEFICIÊNCIA;01/01/2016;;KG;QUILOGRAMA;
90221200;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90221200 - APARELHOS D/TOMOGRAFIA COMPUTADORIZADA;01/01/2016;;UN;UNIDADE;
90221311;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90221311 - APS.D/RAIOS X,D/DIAG.D/TOM.MAXILAR PANORÂMICA;01/01/2016;;UN;UNIDADE;
90221319;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90221319 - OUTS.APARS.D/RAIOS X,P/DIAG.P/ODONTOLOGIA;01/01/2016;;UN;UNIDADE;
90221390;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90221390 - OUTS.APARELHOS D/RAIOS X,P/ODONTOLOGIA;01/01/2016;;UN;UNIDADE;
90221411;"INSTRUMENTOS E APARELHOS DE ÓPTICA, DE FOTOGRAFIA, DE CINEMATOGRAFIA, DE MEDIDA, DE CONTROLE OU DE PRECISÃO; INSTRUMENTOS E APARELHOS MÉDICO-CIRÚRGICOS; SUAS PARTES E ACESSÓRIOS";90221411 - APARS.D/RAIOS X, D/DIAGNÓSTICO P/MAMOGRAFIA;01/01/2016;;UN;UNIDADE;
