cd_UGestora,nu_Licitacao,tp_Licitacao,dt_Ano,dt_Homologacao,de_Obs,vl_Licitacao,nu_Propostas,dt_MesAno
601192,000012016,11,2016,2016-01-28 00:00:00,LOCACAO DE 400 HORAS DE TRATOR DESTINADO AO CORTE DE TERRA DE PEQUENOS AGRICULTORES,40000,1,032016
601192,000022016,7,2016,2016-09-19 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE CURSOS PROFISSIONALIZANTES DESTINADA A IMPLANTACAO DO PROJETO JOVEN,6180,1,102016
601192,000022016,11,2016,2016-02-17 00:00:00,"AQUISICAO DE MERENDA ESCOLAR, MEDIANTE REQUISICAO.",102940,1,032016
601192,000072016,11,2016,2016-03-09 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE MERENDA ESCOLAR, MEDIANTE REQUISICAO.",130987.1,1,032016
601192,000082016,8,2016,2016-08-03 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE CONSULTORIA E AUDITORIA JURIDICA EM DIREITO ADMINISTRAT,320000,1,102016
601192,000092016,11,2016,2016-03-09 00:00:00,AQUISICAO DE PEIXE DESTINADO A DISTRIBUICAO GRATUITA NA SEMANA SANTA,36000,1,032016
601192,000332016,11,2016,2016-10-05 00:00:00,"AQUISICAO DE MEDICAMENTOS FARMACEUTICOS (MEDICAMENTOS DE BALCAO), MEDIANTE REQUISICAO",53043.03,1,102016
601200,000012016,7,2016,2016-09-01 00:00:00,LOCACAO DE IMOVEIS DESTINADOS AO FUNCIONAMENTO DE EQUIPAMENTOS PUBLICOS DIVERSOS,130200,12,092016
601200,000022016,7,2016,2016-10-03 00:00:00,"LOCACAO DE IMOVEIS DESTINADOS AO FUNCIONAMENTO DE EQUIPAMENTOS PUBLICOS DIVERSOS, JUNTO A SECRETARIA DE SAUDE DESTE MUNI",33180,3,102016
601200,000032016,7,2016,2016-10-18 00:00:00,PRESTACAO DE SERVICOS COM ATENDIMENTO EM UNIDADE MOVEL PARA REALIZACAO DE EXAMES POR IMAGEM - MAMOGRAFIA UNILATERAL E BI,29700,1,102016
601200,000032016,12,2016,2016-07-01 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS GRAFICOS DIVERSOS, DESTINADOS A SECRETARIA DE SAUDE DESTE MUNICIPIO",254220,1,072016
601200,000042016,8,2016,2016-03-01 00:00:00,"PRESTACAO DE SERVICOS ESPECIALIZADOS NA AREA DE ENGENHARIA CIVIL, CORRESPONDENDO AO APOIO A SECRETARIA DE EDUCACAO, CULT",18000,1,032016
601200,000042016,12,2016,2016-08-22 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS MEDICOS E HOSPITALARES DIVERSOS, DESTINADOS A SECRETARIA DE SAUDE DESTE MUNICIPIO",471611,1,082016
601200,000052016,8,2016,2016-03-01 00:00:00,PRESTACAO DOS SERVICOS DE CONSULTORIA TECNICOS ESPECIALIZADA EM ENGENHARIA CIVIL NA FUNCAO DE CONSULTOR EM FISCALIZACAO ,30000,1,032016
601200,000052016,12,2016,2016-08-22 00:00:00,"AQUISICAO PARCELADA DE MEDICAMENTOS DIVERSOS, DESTINADOS A SECRETARIA DE SAUDE DESTE MUNICIPIO",454337.6,1,082016
601200,000072016,11,2016,2016-05-02 00:00:00,"EXECUCAO DE SERVICOS MECANICOS DIVERSOS DESTINADOS A MANUTENCAO CORRETIVA DOS VEICULOS PERTENCENTES A FROTA MUNICIPAL, U",98700,1,052016
601200,000122016,11,2016,2016-03-15 00:00:00,"AQUISICAO PARCELADA DE REFEICOES E LANCHES DIVERSOS, MEDIANTE REQUISICAO DIARIA E PERIODICA, DESTINADOS A SECRETARIA DE ",24900,1,032016
601200,000172016,11,2016,2016-07-01 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS DE CONSTRUCAO, HIDRAULICOS E ELETRICOS DIVERSOS, MEDIANTE REQUISICAO DIARIA E PERIODICA",101669.9,1,072016
601200,000182016,11,2016,2016-07-11 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS DE LIMPEZA, DE HIGIENE PESSOAL, DESCARTAVEIS E UTENSILIOS DOMESTICOS DIVERSOS, DESTINAD",82430,1,072016
601200,000222016,11,2016,2016-09-26 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS HOSPITALARES DIVERSOS - CURATIVOS ESPECIAIS DE ALTA COMPLEXIDADE -, DESTINADOS A SECRET",87390,2,092016
601200,000232016,11,2016,2016-10-20 00:00:00,"LOCACAO DE UM VEICULO TIPO MICRO ONIBUS - TRANSPORTE DE PACIENTES SAPE/JOAO PESSOA/SAPE -, DESTINADO A SECRETARIA DE SAU",72000,1,102016
601200,000242016,11,2016,2016-12-15 00:00:00,PRESTACAO DE SERVICOS NA REALIZACAO DE PROCEDIMENTOS DO SUS - EXAMES LABORATORIAIS DE ALTA E MEDIA COMPLEXIDADE DIVERSOS,161486.5,2,122016
601216,000012016,7,2016,2016-02-02 00:00:00,"AQUISICAO PARCELADA DE COMBUSTIVEIS E DERIVADOS, DESTINADOS A FROTA DE VEICULOS E VEICULOS LOCADOS DO MUNICIPIO DE TENOR",48355,1,022016
601216,000022016,2,2016,2016-03-01 00:00:00,"FORNECIMENTO CONTINUO DE COMBUSTIVEIS E DERIVADOS, DESTINADOS A FROTA DE VEICULOS E VEICULOS LOCADOS A SERVICOS DO FUNDO",632239,1,042016
601216,000042016,2,2016,2016-03-10 00:00:00,"FRETAMENTO DE VEICULOS DE PEQUENO/MEDIO PORTE, COM OTIMO ESTADO DE CONSERVACAO, 4P PORTAS, MOTOR NO MINIMO 1.0; COM MOTO",488628.42,1,042016
601216,000092016,2,2016,2016-04-14 00:00:00,"AQUISICAO PARCELADA DE MEDICAMENTOS, DESTINADOS A DISTRIBUICAO GRATUITA (DOACAO) AS PESSOAS CARENTES DESTE MUNICIPIO, CO",104663.86,1,042016
601216,000102016,2,2016,2016-04-14 00:00:00,"AQUISICAO PARCELADA DE HORTIFRUTIGRANJEIRO, CARNES, FRIOS E DERIVADOS, DESTINADOS AOS PROGRAMAS E DIVERSOS ORGAOS DO MUN",152335,1,042016
601216,000152016,2,2016,2016-05-02 00:00:00,"AQUISICAO PARCELADA DE GENEROS ALIMENTICIOS NAO PERECIVEIS, DESTINADOS AOS PROGRAMAS E DIVERSOS ORGAOS DO MUNICIPIO DE T",128286,1,052016
601216,000162016,2,2016,2016-04-27 00:00:00,"FORNECIMENTO DIARIO DE AGUA POTAVEL (BOTIJAO DE 20LT), DESTINADOS A TODAS AS SECRETARIAS, ESCOLAS, PROGRAMAS E FUNDO MUN",12500,1,042016
601216,000182016,2,2016,2016-06-27 00:00:00,"AQUISICAO PARCELADA DE MATERIAL DE LIMPEZA EM GERAL E HIGIENICO, DESTINADOS A TODAS AS SECRETARIAS, PROGRAMAS E FUNDO MU",185102,1,072016
601216,000192016,2,2016,2016-07-01 00:00:00,"AQUISICAO PARCELADA DE MEDICAMENTOS E PSICOTROPICOS (CONTROLADOS), DESTINADOS A FARMACIA BASICA DO MUNICIPIO DE TENORIO,",219339.76,1,072016
601216,000202016,2,2016,2016-06-27 00:00:00,"FORNECIMENTO DE LANCHES, REFEICOES COMERCIAL E PF - TIPO QUENTINHA, DESTINADOS A TODAS AS SECRETARIAS, PROGRAMAS E FUNDO",128800,1,072016
601216,000212016,2,2016,2016-06-27 00:00:00,"FORNECIMENTO PARCELADO DE MATERIAL DE EXPEDIENTE E CONSUMO EM GERAL, DESTINADO A TODAS AS SECRETARIAS E PROGRAMAS DO MUN",135205,1,072016
601216,000222016,2,2016,2016-06-27 00:00:00,"AQUISICAO PARCELADA DE PNEUS, CAMARAS DE AR E COLETES DE ARO, DESTINADO A FROTA DE VEICULOS E VEICULOS LOCADOS DO MUNICI",131572,1,072016
601216,000252016,2,2016,2016-08-09 00:00:00,"FORNECIMENTO DIARIO DE LANCHES E REFEICOES/QUENTINHA, DESTINADOS AS NECESSIDADES DA SECRETARIA DE SAUDE DO MUNICIPIO DE ",45500,1,092016
601216,000262016,2,2016,2016-08-09 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA OS SERVICOS DE INTERNET COM MANUTENCAO PERMANENTE NOS DIVERSOS ORGAOS DO MUNIC,10780,1,092016
601218,000012016,7,2016,2016-09-02 00:00:00,"CONTRATACAO DE CLINICA TERAPEUTICA, PARA ATENDER OS PACIENTES DO SEXO MASCULINO E FEMININO, PARA ATENDIMENTO DE MANDADO ",39000,1,092016
601218,000022016,2,2016,2016-05-25 00:00:00,"CONTRATACAO DE EMPRESA PARA CONCLUSAO DAS OBRAS DE CONSTRUCAO DAS UBS GARRAFAO, CENTRO E CRISTO REI NO MUNICIPIO DE UIRA",552963.46,1,052016
601218,000022016,7,2016,2016-10-04 00:00:00,FORNECIMENTO DE PECAS E SERVICOS DE MANUTENCAO NOS VEICULOS PERTENCENTES AO FUNDO MUNICIPAL DE SAUDE DA CIDADE DE UIRAUN,58200,1,102016
601218,000032016,2,2016,2016-06-13 00:00:00,CONTRATACAO DE EMPRESA PARA CONSTRUCAO DA SECRETARIA MUNICIPAL DE SAUDE DO MUNICIPIO DE UIRAUNA/PB,374442.43,1,062016
601218,000222016,11,2016,2016-05-09 00:00:00,CONTRATACAO DE LABORATORIO DE ANALISES CLINICAS PARA REALIZACAO DE DIVERSOS EXAMES PARA ATENDER AS NECESSIDADES DA SECRE,455369,1,052016
601218,000242016,11,2016,2016-05-12 00:00:00,SERVICOS DE MANUTENCAO E RECARGAS DE TONNER DE MAQUINAS DE REPRODUCAO DOS DOCUMENTOS DO FUNDO MUNICIPAL DE SAUDE DE UIRA,27152,1,052016
601218,000272016,11,2016,2016-06-17 00:00:00,CONTRATACAO DE MEDICO PEDIATRA ESPECIALIZADO EM ENDOCRINOLOGISTA DESTINADO AS ATIVIDADE DO FUNDO MUNICIPAL DE SAUDE DE U,14000,1,062016
601218,000302016,11,2016,2016-09-28 00:00:00,CONTRATACAO DE LABORATORIO DE ANALISES CLINICAS PARA REALIZACAO DE DIVERSOS EXAMES PARA ATENDER AS NECESSIDADES DA SECRE,448930,1,092016
601218,000312016,11,2016,2016-11-11 00:00:00,"AQUISICAO DE MEDICAMENTOS PSICOTROPICOS PARA ATENDER AS NECESSIDADES DO FUNDO MUNICIPAL DE SAUDE DE UIRAUNA, CONFORME LI",324506.5,2,122016
601218,000322016,11,2016,2016-11-30 00:00:00,AQUISICAO DE RELOGIO DE PONTO DESTINADOS A SECRETARIA DE SAUDE DESTE MUNICIPIO,16700,1,122016
601218,000342016,11,2016,2016-12-20 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE CRIACAO DO PROJETO GRAFICO, ARTE FINAL, CONFECCAO E INS",61580,1,122016
602052,000012016,8,2016,2016-01-04 00:00:00,PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS NA AREA CONTABIL CORRESPONDENDO A ELABORACAO DA CONTABILIDADE DO FUNDO MUN,26120,1,012016
602052,000012016,12,2016,2016-02-19 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE MATERIAL DE EXPEDIENTE,76527.92,4,042016
602052,000022016,11,2016,2016-03-18 00:00:00,"REGISTRO DE PRECOS, CONSIGNADO EM ATA, PARA EVENTUAL AQUISICAO DE PEIXES DESTINADOS A DISTRIBUICAO COM A POPULACAO CAREN",47500,1,032016
602052,000032016,11,2016,2016-04-01 00:00:00,"REGISTRO DE PRECOS, CONSIGNADO EM ATA, PARA EVENTUAL LOCACAO DE IMPRESSORAS DESTINADAS A UTILIZACAO  NO FUNDO MUNICIPAL ",88200,1,052016
602052,000042016,11,2016,2016-07-01 00:00:00,REGISTRO DE PRECOS CONSIGNADO EM ATA PARA EVENTUAL AQUISICAO DE MATERIAIS DE LIMPEZA.,133662.15,1,072016
602089,000022016,8,2016,2016-01-13 00:00:00,"SERVICOS DE CONTABILIDADE NA ELABORACAO DE BALANCETES MENSAIS DA PREFEITURA MUNICIPAL, FUNDO MUNICIPAL DE SAUDE, FUNDO M",102000,1,082016
602089,000092015,11,2016,2016-01-18 00:00:00,EVENTUAL AQUISICAO PARCELADA DE COMBUSTIVEIS E LUBRIFICANTES DESTINADOS AO ABASTECIMENTO DOS VEICULOS PERTENCENTES A FRO,112323.33,1,012016
602095,000232016,12,2016,2016-10-05 00:00:00,"AQUISICAO DE PASSAGENS 100 AEREAS NACIONAIS IDA E VOLTA, DESTINADAS A SECRETARIA DE PROTECAO E DEFESA DO CONSUMIDOR.",1.5,1,092016
602095,040332016,10,2016,2016-09-04 00:00:00,SISTEMA DE REGISTRO DE PRECO PARA EVENTUAL CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICO DE LOCACAO DE VE,1662483.24,2,092016
602095,040352012,11,2016,2012-07-17 00:00:00,LOC. DE MENSLA DE VEICULO TIPO VAN.,279392,3,122016
602123,060282016,11,2016,2016-07-12 00:00:00,REGISTRO DE PRECOS EM ATA PARA EVENTUAL A CONTRATACAO DOS SERVICOS DE MANUTENCAO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS ,112943,1,072016
602123,110022016,3,2016,2016-07-14 00:00:00,"AQUISICAO DE MATERIAL PERMANENTE, TAIS COMO REFRIGERADOR, ESTOFADOS, TVS E OUTROS, PARA SUPRIR AS NECESSIDADES DA SECRET",73786,3,072016
602123,110032016,3,2016,2016-09-23 00:00:00,"CONTRATACAO DE PROFISSIONAL CONSULTOR COM FORMACAO EM PSICOLOGIA QUE TENHA POS GRADUACAO EM GESTAO DE PESSOAS, QUE ATUE ",6000,3,112016
602123,120012016,2,2016,2016-04-20 00:00:00,CONSTRUCAO DE UNIDADE BASICA DE SAUDE.,455905.94,1,072016
602123,120022016,2,2016,2016-07-20 00:00:00,AMPLIACAO DE UNIDADE BASICA DE SAUDE,114511.03,1,112016
602123,120032016,2,2016,2016-12-12 00:00:00,CONTRATACAO DE EMPRESA PARA CONSTRUCAO DE UMA ACADEMIA DE SAUDE,90390.38,2,112016
602123,140012016,8,2016,2016-06-02 00:00:00,CONTRATACAO DE SERVICOS DE ASSESSORIA E CONSULTORIA JURIDICA,17150,1,062016
602123,150042016,7,2016,2016-07-15 00:00:00,LOCACAO DE IMOVEL PARA FUNCIONAMENTO DO CAPS A D III,6000,1,072016
602123,160082016,11,2016,2016-05-04 00:00:00,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS CONTINUADOS DE MANUTENCAO PREVENTIVA E CORRETIVA DE VEICULOS LEVES E P,427200,2,052016
602123,160092016,11,2016,2016-06-03 00:00:00,CONTRATACAO DE CLINICA ESPECIALIZADA PARA A REALIZACAO DE CIRURGIA DE CATARATA,221870,1,062016
602123,160102016,11,2016,2016-08-01 00:00:00,"AQUISICAO DE ORTESE E PROTESE, PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE SAUDE DESTA MUNICIPALIDADE",112790,1,072016
602123,160112016,11,2016,2016-05-05 00:00:00,AQUISICAO DE MADEIRA EM GERAL,201523,1,052016
602123,160122015,11,2016,2015-05-29 00:00:00,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE FARDAMENTO EM GERAL, PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE SAUD",243896,1,072016
602123,160142016,11,2016,2016-05-23 00:00:00,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE REFEICOES NA CIDADE DE JOAO  PESSOA  PB, PARA SUPRIR AS NECESSIDADES DA SE",48000,1,062016
602123,160162016,11,2016,2016-05-27 00:00:00,"SISTEMA DE REGISTRO DE PRECOS PARA A AQUISICAO DE MATERIAL ODONTOLOGICO, PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE SA",615530.8,1,052016
602123,160172016,11,2016,2016-06-01 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE APOIO PARA PACIENTES  DESTA MUNICIPALIDADE ENCAMINHADOS PARA CAMPINA,10500,1,062016
602123,160182016,11,2016,2016-07-15 00:00:00,"SISTEMA DE REGISTRO DE PRECOS PARA OBJETO SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL  FORNECIMENTO DE CAFE DA MANHA, AL",49212,1,072016
602123,160212016,11,2016,2016-05-26 00:00:00,"AQUISICAO DE ISUMOS LABORATORIAIS, PARA SUPRIR AS NECESSIDADES DA SECRETARIA  DE SAUDE DESTA MUNICIPALIDADE",195967,1,052016
602123,160232016,11,2016,2016-07-01 00:00:00,"REGISTRO DE PRECO PARA AQUISICAO DE VEICULOS AUTOMOTORES, ZERO KM.",39890,2,072016
602123,160242016,11,2016,2016-06-30 00:00:00,"SISTEMA DE REGISTRO DE PRECOS, PARA A PRESTACAO DE SERVICO ESPECIALIZADO EM CONSULTORIA, ASSESSORIA TECNICA PERMANENTE, ",15600,1,072016
602123,160252016,11,2016,2016-06-27 00:00:00,SISTEMA DE REGISTRO DE PRECO PARA A EVENTUAL AQUISICAO DE VIDROS,389531.39,2,062016
602123,160272016,11,2016,2016-07-21 00:00:00,AQUISICAO DE MATERIAIS DE ARMARINHO,98274.62,1,072016
602123,160282016,11,2016,2016-07-28 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REALIZACAO DE EXAMES DE MAMOGRAFIA MUNICIPIO DE MONTEIRO,110000,1,072016
602123,160292016,11,2016,2016-08-11 00:00:00,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO DE HOSPEDAGEM PARA PACIENTES EM TRATAMENTO DE SAUDE NA CIDADE DE JOAO P,30000,1,082016
602123,160302016,11,2016,2016-09-06 00:00:00,"CONTRATACAO DE EXAMES, CONSULTAS E PROCEDIMENTOS MEDICOS ESPECIALIZADOS  A SER OFERECIDOS A POPULACAO, PARA SUPRIR AS NE",12500,1,122016
602123,160312016,11,2016,2016-08-23 00:00:00,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE,113980,2,082016
602123,160322016,11,2016,2016-08-23 00:00:00,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE,75000,1,082016
602123,160332016,11,2016,2016-08-23 00:00:00,AQUISICAO DE MEDICAMENTOS,218665,1,082016
602123,160342016,11,2016,2016-08-30 00:00:00,"AQUISICAO DE MATERIAL DE LIMPEZA, PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE SAUDE DESTA MUNICIPALIDADE.",146996.55,2,082016
602123,160352016,11,2016,2016-10-04 00:00:00,"AQUISICAO DE EQUIPAMENTOS DE FISIOTERAPIA, PARA SUPRIR AS NECESSIDADES DA SECRETARIA DE SAUDE DESTA MUNICIPALIDADE.",28876,1,102016
602123,160362016,11,2016,2016-10-04 00:00:00,SISTEMA DE REGISTRO DE PRECO PARA EVENTUAL CONTRATACAO DE EMPRESA ESPECILIZADA PARA REALIZACAO DE EXAMES POR IMAGEM,417975,1,092016
602123,160382016,11,2016,2016-10-14 00:00:00,AQUISICAO DE AGUA MINERAL,19500,1,112016
602123,160402016,11,2016,2016-10-10 00:00:00,"CONTRATACAO DE PRESTACAO DOS SERVICOS DE FATURAMENTO, DIGITACAO, PROCESSAMENTO, TRANSMISSAO E MANUTENCAO DO BANCO DE DAD",21000,1,102016
602123,161292016,11,2016,2016-08-02 00:00:00,LOCACAO DE VEICULOS AUTOMOTORES,306750,1,092016
602123,180022016,12,2016,2016-05-10 00:00:00,"ADESAO A ATA DE REGISTRO DE PRECO DO FUNDO DE ASSISTENCIA SOCIAL PARA AQUISICAO DE FRUTAS E VERDURAS, PARA SUPRIR AS NEC",132305,1,052016
602123,180032016,12,2016,2016-11-07 00:00:00,ADESAO A ATA DE REGISTRO DE PRECO 008/2016 DA PREFEITURA MUNICIPAL DE SANTA RITA PARA AQUISICAO DE GENEROS ALIMENTICIOS,253773.2,1,112016
602139,000012016,2,2016,2016-06-01 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA NA CONSTRUCAO DE UM POSTO DE SAUDE NA COMUNIDADE DE MATA DE VARA, LOCALIZADO NA ZON",59233.44,1,052016
602139,000012016,7,2016,2016-01-14 00:00:00,"LOCACAO DO IMOVEL SITUADO NA RUA 24 DE OUTUBRO, 360 EM PEDRAS DE FOGO-PB, PARA FUNCIONAR A UNIDADE DE SAUDE DA FAMILIA -",10560,1,012016
602139,000012016,12,2016,2016-05-24 00:00:00,"ADESAO A ATA DE REGISTRO DE PRECOS REFERENTE AO PREGAO PRESENCIAL N 004/2015, REALIZADO PELA PREFEITURA MUNICIPAL DE  BA",471918.65,1,052016
602139,000022016,2,2016,2016-07-07 00:00:00,CONTRATACAO DE PESSOA JURIDICA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE MANUTENCAO CORRETIVA E PREVENTIVA DE EQUIPAMENT,184824,2,072016
602139,000022016,7,2016,2016-01-16 00:00:00,"LOCACAO DO IMOVEL SITUADO A RUA SEVERINO GONCALO DO NASCIMENTO, 141,EM PEDRAS DE FOGO-PB, PARA FUNCIONAR A USF - UNIDADE",9240,1,012016
602139,000022016,11,2016,2016-03-03 00:00:00,REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE MEDICAMENTOS GERAIS E INJETAVEIS DESTINADOS A ATENDER A DEMANDA D,1941813.44,2,042016
602139,000042015,11,2016,2015-10-15 00:00:00,"AQUISICAO DE REAGENTES LABORATORIAIS COM FORNECIMENTO DE EQUIPAMENTOS EM COMODATO,  DESTINADOS A REALIZACAO EXAMES DE HE",159440,1,012016
602139,000042016,7,2016,2016-01-14 00:00:00,"LOCACAO DO IMOVEL SITUADO NA RUA DA AREIA, 22 - CENTRO, EM PEDRAS DE FOGO-PB, PARA FUNCIONAR AS INSTALACOES DA VIGILANCI",10074.24,1,012016
602139,000042016,11,2016,2016-03-08 00:00:00,REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE MATERIAL MEDICO HOSPITALAR DESTINADO A ATENDER A DEMANDA DO HOSPI,158329.84,2,032016
602139,000052016,11,2016,2016-06-23 00:00:00,REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE EQUIPAMENTOS PERMANENTES PARA ATENDER AS  NECESSIDADES DAS UNIDAD,87966,3,072016
602139,000062016,7,2016,2016-01-16 00:00:00,"LOCACAO DE IMOVEL DESTINADO AO ALOJAMENTO DOS PROFISSIONAIS DA AREA DE SAUDE (MEDICOS, ODONTOLOGOS E FISIOTERAPEUTAS), V",10296,1,012016
602139,000062016,11,2016,2016-07-18 00:00:00,"REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE MOVEIS, ELETRODOMESTICOS E EQUIPAMENTOS PERMANENTES PARA ATENDER ",193615,2,072016
602139,000072016,11,2016,2016-09-06 00:00:00,"AQUISICAO DE SUPLEMENTOS ALIMENTARES PARA DIETA ENTERAL, CONFORME CONDICOES, QUANTIDADES E EXIGENCIAS ESTABELECIDAS NEST",88679,2,092016
602139,000082016,11,2016,2016-09-15 00:00:00,REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE MATERIAL HOSPITALAR DESTINADO A ATENDER A DEMANDA DO HOSPITAL DIS,201745.25,3,092016
602139,000092016,11,2016,2016-09-21 00:00:00,AQUISICAO DE CURATIVOS BIOLOGICOS,61085,1,092016
602139,000102016,7,2016,2016-02-23 00:00:00,"MEDICAMENTOS BASICOS PARA ATENDER AOS USUARIOS DO SISTEMA MUNICIPAL DE SAUDE DO MUNICIPIO, JUNTO AO IQUEGO- INDUSTRIA QU",39309.36,1,022016
602139,000102016,11,2016,2016-12-15 00:00:00,"REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE MOVEIS, ELETRODOMESTICOS E EQUIPAMENTOS PERMANENTES PARA ATENDER ",210600.5,2,122016
602139,100012016,8,2016,2016-12-02 00:00:00,CONTRATACAO DE PROFISSIONAIS PARA A REALIZACAO DE TODOS OS TIPOS DE EXAMES ULTRASSONOGRAFICOS EM AMBULATORIO DA REDE MUN,91129.5,1,122016
602139,100022016,11,2016,2016-02-24 00:00:00,REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE MATERIAIS DE EXPEDIENTE E INFORMATICA PARA ATENDER AS NECESSIDADE,860366.11,3,092016
602139,100062016,11,2016,2016-06-07 00:00:00,REGISTRO DE PRECOS PARA FUTURA E EVENTUAL AQUISICAO DE MATERIAIS GRAFICOS DESTINADOS A ATENDER AS NECESSIDADES DAS SECRE,537705.4,1,072016
602143,000012016,13,2016,2016-04-04 00:00:00,AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR,110000,3,042016
602143,000022016,2,2016,2016-07-26 00:00:00,CONTRATACAO DE EMPRESA PARA EXECUCAO DE TRABALHO TECNICO SOCIAL (PTTS) DESTINADO AOS BENEFICIARIOS DO PROGRAMA MINHA CAS,277619,1,072016
602143,000032016,8,2016,2016-02-03 00:00:00,CONTRATACAO DE EMPRESA PARA EXECUCAO DOS SERVICOS DE CONTABILIDADE PUBLICA DA PREFEITURA MUNICIPAL DE PILAR DURANTE O EX,16500,1,022016
602143,000042016,12,2016,2016-03-21 00:00:00,CONTRATACAO DE EMPRESA ATRAVES DE ADESAO ATA DE REGISTRO DA PREFEITURA MUNICIPAL DE PILAR PARA FORNECIMENTO PARCELADO DE,11670,1,032016
602143,000052016,12,2016,2016-11-07 00:00:00,"CONTRATACAO DE EMPRESAS PARA FORNECIMENTO DE GENEROS ALIMENTICIOS, DESTINADOS A MANUTENCAO DAS ATIVIDADES DA SECRETARIA ",19723.8,1,112016
602165,000012016,12,2016,2016-01-14 00:00:00,CONTRATACAO DE EMPRESA PARA FORNECIMENTO PARCELADO DE GENEROS ALIMENTICIOS DESTINADOS A MANUTENCAO DAS ATIVIDADES DO FUN,93927.54,1,012016
602165,000032016,12,2016,2016-09-05 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO PARCELADO DE COMBUSTIVEIS DESTINADOS A MANUTENCAO DAS ATIVIDADES ,127050,1,092016
602165,000192016,11,2016,2016-08-09 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE EQUIPAMENTOS, ELETRONICOS E AUDIO E VIDEO, PARA ATENDER AS NECESSIDADES DO F",49305.2,1,092016
602165,000202016,11,2016,2016-11-08 00:00:00,CONTRATACAO DE EMPRESA DE PRESTACAO DE SERVICOS TECNICOS PARA ASSESSORAMENTO E CONSULTORIA A COMISSAO PERMANENTE DE LICI,2700,1,112016
602166,000022016,8,2016,2016-07-12 00:00:00,"PRESTACAO DE SERVICOS DE CONFECCAO DE PROTESES DENTARIAS TOTAL SUPERIOR E/OU INFERIOR, DE ACORDO COM A NECESSIDADE DO FU",108000,1,072016
602166,000032016,3,2016,2016-06-28 00:00:00,CONTRATACAO DE EMPRESA COM O OBJETIVO DE FORNECER PECAS DO VESTUARIO DESTINADOS A FARDAMENTO DOS ALUNOS E SERVIDORES DO ,4967.8,3,072016
602166,000142016,11,2016,2016-05-17 00:00:00,AQUISICAO PARCELADA DE MATERIAL MEDICO HOSPITALAR E MATERIAL ODONTOLOGICO PARA USO DAS UNIDADES BASICAS DE SAUDE,558998.5,1,052016
602166,000152016,11,2016,2016-05-24 00:00:00,AQUISICAO DE MEDICAMENTOS DIVERSOS PARA USO NAS UNIDADES DE SAUDE DO MUNICIPIO,835173,2,062016
602166,000172016,11,2016,2016-06-24 00:00:00,AQUISICAO MATERIAL EXPEDIENTE PARA AS DIVERSAS SECRETARIAS E MATERIAL DIDATICO PARA SECRETARIA DE EDUCACAO DO MUNICIPIO ,93248,1,072016
